observation_label,StatementsCount,LocationsCount,OrganizationsCount,PercentagesCount,PersonsCount,CharacterCount,WordsCount,DigitsCount,FirstPersonSingularPronounsCount,FirstPersonPluralPronounsCount,FirstPersonPronounsCount,SecondPersonSingularPronounsCount,SecondersonPluralPronounsCount,SecondersonPronounsCount,ThirdPersonSingularPronounsCount,ThirdPersonPluralPronounsCount,SecondersonPronounsCount.1,PossessivePronounsCount,PunctuationsCount,POS_CC,POS_CD,POS_DT,POS_EX,POS_FW,POS_IN,POS_JJ,POS_JJR,POS_JJS,POS_LS,POS_MD,POS_NN,POS_NNS,POS_NNP,POS_NNPS,POS_PDT,POS_POS,POS_PRP,POS_PRP_,POS_RB,POS_RBR,POS_RBS,POS_RP,POS_SYM,POS_TO,POS_UH,POS_VB,POS_VBD,POS_VBG,POS_VBN,POS_VBP,POS_VBZ,POS_WDT,POS_WP,POS_WP_,POS_WRB,NumbersCount,SyllablesCount,ComplexWordsCount,MeasurementsCount,SymbolsCount,WrongWordsCount,SMOGReadabilityIndex,SMOGReadability,GunningFogIndex,FleschReadabilityIndex,FleschKincaidReadabilityIndex,ColemanLiauIndex,AutomatedReadabilityIndex,AdditionTransitionWordsCount,IntroductionTransitionWordsCount,ReferenceTransitionWordsCount,SimilarityTransitionWordsCount,IdentificationTransitionWordsCount,ClarificationTransitionWordsCount,AdditiveTransitionWordsCount,ConflictTransitionWordsCount,EmphasisTransitionWordsCount,ConcessionTransitionWordsCount,DismissalTransitionWordsCount,ReplacementTransitionWordsCount,AdversativeTransitionWordsCount,CausalAndReasonTransitionWordsCount,ConditionTransitionWordsCount,EffectAndResultTransitionWordsCount,PurposeTransitionWordsCount,ConsequenceTransitionWordsCount,CausalTransitionWordsCount,NumericalTransitionWordsCount,ContinuationTransitionWordsCount,ConclusionTransitionWordsCount,DigressionTransitionWordsCount,ResumptionTransitionWordsCount,SummationTransitionWordsCount,SequentialTransitionWordsCount,AvarageWrodsLength,AvarageStatementsLength,AvarageSyllablesCount,AdditiveTransitionWordsToWrodsPCT,AdversativeTransitionWordsToWrodsPCT,CausalTransitionWordsToWrodsPCT,SequentialTransitionWordsToWrodsPCT,WrongWordsToTotalWrodsPCT
truthful,6,0,0,0,0,393,118,2,2,3,5,0,0,5,2,3,5,1,11,2,1,17,0,0,14,7,0,0,0,1,21,1,0,0,0,0,7,1,7,0,0,0,0,5,0,3,7,1,3,0,2,0,0,0,0,0,129,7,0,12,16,8.842,8.477,8.4,81.264,5.403,5.82,4.458,2,1,1,0,0,0,4,0,0,0,0,0,0,2,1,1,1,0,4,0,1,0,0,0,1,2,3.330508475,19.66666667,1.093220339,3.389830508,0,3.389830508,1.694915254,13.55932203
truthful,5,0,0,0,0,348,95,3,0,3,3,0,0,3,0,3,3,0,9,4,1,11,0,1,5,5,0,0,0,1,24,0,0,0,0,0,4,0,6,0,0,1,0,4,0,1,8,0,1,1,1,1,0,0,0,0,114,8,0,10,16,10.355,9.928,10.4,70.04,7.465,8.821,7.058,2,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2,3.663157895,19,1.2,3.157894737,0,1.052631579,2.105263158,16.84210526
truthful,12,0,0,0,0,1020,278,0,3,10,13,5,5,13,3,10,13,5,28,13,1,28,1,1,15,17,0,0,0,4,50,7,0,0,0,1,18,5,14,0,0,0,0,9,0,12,19,3,8,6,3,1,1,0,1,0,331,26,0,26,35,11.208,10.746,11.6,68.896,8.121,8.874,8.101,3,2,0,0,1,0,6,1,0,0,0,0,1,2,1,1,1,0,4,1,1,0,0,0,1,3,3.669064748,23.16666667,1.190647482,2.158273381,0.35971223,1.438848921,1.079136691,12.58992806
truthful,8,0,0,0,0,691,181,2,4,0,4,0,0,4,4,0,4,4,9,9,2,18,0,0,17,16,0,0,0,2,24,5,0,0,0,0,12,4,16,0,1,1,0,4,0,7,13,1,6,3,2,0,0,0,0,2,221,13,0,17,21,10.411,9.982,11.2,70.87,8.405,8.323,8.785,3,2,1,0,0,0,6,1,0,0,0,0,1,2,0,1,1,1,4,0,1,0,0,0,2,3,3.817679558,22.625,1.220994475,3.314917127,0.552486188,2.209944751,1.657458564,11.60220994
truthful,8,0,0,0,0,579,156,0,1,4,5,3,3,5,1,4,5,1,19,5,1,15,0,1,14,6,0,0,0,0,25,8,0,0,0,0,8,1,14,0,0,0,0,3,0,7,11,2,3,4,0,0,0,0,1,0,192,17,0,20,22,11.457,10.984,11.6,64.552,8.262,9.637,7.773,4,2,0,0,0,0,6,1,0,2,0,0,3,1,1,1,1,0,3,0,0,0,0,0,1,1,3.711538462,19.5,1.230769231,3.846153846,1.923076923,1.923076923,0.641025641,14.1025641
truthful,8,0,0,0,0,695,185,0,7,10,17,0,0,17,7,10,17,1,14,4,1,20,0,0,23,8,1,0,0,1,32,3,0,0,0,1,21,3,6,0,0,1,0,3,0,5,17,4,6,0,0,1,0,0,2,0,224,18,0,14,25,11.698,11.216,12.4,68.095,8.73,8.785,9.029,2,1,0,0,0,0,3,1,0,1,0,0,2,3,1,1,0,0,5,1,0,0,0,0,0,1,3.756756757,23.125,1.210810811,1.621621622,1.081081081,2.702702703,0.540540541,13.51351351
truthful,7,0,0,0,0,708,181,1,5,0,5,0,0,5,5,0,5,6,14,7,1,17,0,1,20,13,0,0,0,0,31,0,0,0,0,0,11,6,11,0,2,2,0,6,1,4,21,3,0,0,0,1,1,0,1,1,235,15,1,20,18,11.492,11.018,12.4,59.379,10.656,9.263,10.84,4,1,1,0,0,0,6,2,0,1,0,0,3,4,0,2,2,0,7,1,0,0,0,0,1,2,3.91160221,25.85714286,1.298342541,3.314917127,1.657458564,3.867403315,1.104972376,9.944751381
truthful,4,0,0,0,0,181,43,0,0,2,2,0,0,2,0,2,2,0,4,3,0,3,0,0,1,4,0,0,0,1,6,2,0,0,0,0,2,0,5,0,0,0,0,1,0,2,3,2,0,0,0,0,0,0,0,0,58,6,0,4,4,10.126,9.708,10,57.759,7.377,11.66,7.302,2,2,0,0,0,0,4,0,0,0,0,0,0,2,1,1,1,0,4,0,0,0,0,0,1,1,4.209302326,10.75,1.348837209,9.302325581,0,9.302325581,2.325581395,9.302325581
truthful,8,0,0,0,0,579,156,0,1,4,5,3,3,5,1,4,5,1,19,5,1,15,0,1,14,6,0,0,0,0,25,8,0,0,0,0,8,1,14,0,0,0,0,3,0,7,11,2,3,4,0,0,0,0,1,0,192,17,0,20,22,11.457,10.984,11.6,64.552,8.262,9.637,7.773,4,2,0,0,0,0,6,1,0,2,0,0,3,1,1,1,1,0,3,0,0,0,0,0,1,1,3.711538462,19.5,1.230769231,3.846153846,1.923076923,1.923076923,0.641025641,14.1025641
truthful,5,0,0,0,0,676,182,1,2,0,2,0,0,2,2,0,2,0,15,8,1,22,1,0,21,11,0,0,0,0,32,4,0,0,0,0,11,1,10,0,0,0,0,3,0,7,11,2,5,7,0,0,1,0,1,0,212,12,0,30,22,11.208,10.746,13.2,66.039,10.549,8.561,11.933,3,2,0,0,0,0,5,0,0,0,0,0,0,2,0,1,1,0,3,0,1,0,0,0,1,2,3.714285714,36.4,1.164835165,2.747252747,0,1.648351648,1.098901099,12.08791209
truthful,8,0,0,0,0,291,79,0,0,0,0,0,0,0,0,0,0,0,11,4,0,7,0,0,3,9,0,0,0,0,16,6,0,0,0,0,1,0,5,0,0,0,0,3,0,0,2,0,1,2,0,1,0,0,0,0,92,7,1,11,12,8.473,8.123,7.2,73.433,4.942,8.845,4.552,2,1,0,0,0,0,3,1,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,3.683544304,9.875,1.164556962,3.797468354,1.265822785,2.53164557,0,15.18987342
truthful,15,0,0,0,0,1615,399,3,4,7,11,0,0,11,4,7,11,6,44,11,1,43,1,1,33,27,1,0,0,8,70,11,1,0,0,2,17,8,13,0,0,9,0,8,1,15,19,5,9,10,9,1,1,0,5,0,488,37,0,52,70,11.101,10.643,11.2,63.774,8.666,12.113,10.348,3,2,0,0,0,0,5,2,0,1,0,0,3,3,1,2,1,0,6,1,0,0,0,0,2,3,4.047619048,26.6,1.223057644,1.253132832,0.751879699,1.503759398,0.751879699,17.54385965
truthful,8,0,0,0,0,315,83,0,0,2,2,0,0,2,0,2,2,1,9,4,0,13,0,0,3,9,0,0,0,1,16,2,0,0,0,0,3,1,4,0,0,0,0,0,0,1,7,1,1,0,0,0,0,0,0,0,107,11,0,9,12,9.828,9.423,9.6,61.307,6.758,9.311,5.175,2,1,0,0,0,0,3,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3.795180723,10.375,1.289156627,3.614457831,1.204819277,1.204819277,0,14.45783133
truthful,12,0,0,0,0,538,169,0,4,0,4,2,2,4,4,0,4,3,19,4,1,14,2,1,10,5,1,0,0,2,24,3,0,0,1,0,16,3,12,0,0,1,0,4,0,6,13,5,1,4,3,0,0,0,1,0,174,9,0,20,25,8.296,7.954,7.2,85.338,4.405,5.673,3.477,2,1,0,0,0,0,3,1,0,0,0,0,1,2,1,1,1,1,5,1,2,0,0,0,2,5,3.183431953,14.08333333,1.029585799,1.775147929,0.591715976,2.958579882,2.958579882,14.79289941
truthful,6,0,0,0,0,486,128,2,1,3,4,2,2,4,1,3,4,3,13,1,2,10,1,0,10,5,1,0,0,1,21,4,0,0,0,0,8,5,11,0,0,0,0,6,0,9,4,1,0,4,3,1,0,0,1,2,160,13,0,12,18,11.538,11.062,11.6,60.158,9.216,10.462,9.121,2,1,0,0,0,0,3,0,0,0,0,0,0,4,1,1,0,0,6,0,0,0,0,0,0,0,3.796875,21.33333333,1.25,2.34375,0,4.6875,0,14.0625
truthful,10,0,0,0,0,543,138,3,2,0,2,0,0,2,2,0,2,2,14,3,1,16,0,0,12,14,0,0,0,2,31,3,1,0,0,0,7,3,7,0,0,0,0,0,0,2,6,0,2,2,2,0,0,0,0,1,177,18,0,14,27,10.794,10.348,10.8,61.769,7.426,10.756,7.005,2,1,0,0,0,0,3,0,0,0,0,0,0,2,1,1,1,0,4,1,1,0,0,0,1,3,3.934782609,13.8,1.282608696,2.173913043,0,2.898550725,2.173913043,19.56521739
truthful,10,0,0,0,0,622,158,2,2,4,6,1,1,6,2,4,6,2,18,4,2,11,1,0,12,10,0,0,0,3,26,4,0,0,0,0,8,3,18,0,0,2,0,0,1,5,2,2,1,6,4,0,1,0,4,2,208,22,0,17,24,11.602,11.124,11.6,57.332,8.467,10.6,7.73,3,2,0,0,0,0,5,3,0,2,0,0,5,2,0,1,1,0,3,0,1,0,0,1,1,3,3.936708861,15.8,1.316455696,3.164556962,3.164556962,1.898734177,1.898734177,15.18987342
truthful,2,0,0,0,0,279,80,3,4,2,6,2,2,6,4,2,6,1,8,4,1,5,0,1,5,6,0,0,0,3,6,1,0,0,0,0,9,3,8,0,0,0,0,2,0,5,5,0,2,2,1,0,0,0,0,0,89,5,0,13,12,12.162,11.66,16,59.258,13.192,9.099,14.98,2,1,0,0,0,0,3,1,0,0,0,0,1,3,0,1,0,0,4,0,1,0,0,0,0,1,3.4875,40,1.1125,3.75,1.25,5,1.25,15
truthful,12,0,0,0,0,1329,349,0,15,3,18,0,0,18,15,3,18,10,42,11,1,30,0,2,26,20,2,1,0,4,50,8,0,0,0,2,22,14,28,0,1,1,0,11,0,12,24,3,5,4,8,1,3,0,1,0,437,39,0,37,52,12.664,12.142,13.2,57.211,10.372,10.475,10.63,5,2,1,0,1,0,9,3,0,1,0,0,4,2,1,2,1,0,5,2,0,1,0,0,2,5,3.808022923,29.08333333,1.252148997,2.578796562,1.146131805,1.432664756,1.432664756,14.89971347
truthful,12,0,0,0,0,502,140,0,0,11,11,0,0,11,0,11,11,3,18,6,1,12,0,0,7,9,0,0,0,1,21,1,0,0,0,0,10,3,13,0,0,0,0,4,0,4,10,0,5,3,0,0,0,0,0,0,156,11,0,18,24,8.599,8.244,7.6,76.537,4.841,8.326,4.804,2,3,0,0,0,0,5,2,0,1,0,0,3,1,0,1,1,0,2,2,0,0,0,1,1,4,3.585714286,11.66666667,1.114285714,3.571428571,2.142857143,1.428571429,2.857142857,17.14285714
truthful,8,0,0,0,0,490,147,0,2,0,2,0,0,2,2,0,2,1,9,10,0,20,1,0,14,4,0,0,0,5,22,5,0,0,0,0,11,1,7,0,0,4,0,2,0,9,10,1,4,0,0,0,0,0,0,0,155,4,0,9,13,7.448,7.14,8.4,84.494,5.946,6.106,5.887,2,1,1,0,0,0,4,1,0,0,0,0,1,2,0,1,1,0,3,0,0,0,0,0,1,1,3.333333333,18.375,1.054421769,2.721088435,0.680272109,2.040816327,0.680272109,8.843537415
truthful,11,0,0,0,0,460,118,1,3,5,8,0,0,8,3,5,8,2,12,2,0,5,1,0,9,11,0,0,0,0,20,2,0,0,0,0,7,2,13,1,0,0,0,1,0,0,11,1,5,0,2,1,0,0,1,0,152,13,0,13,17,9.643,9.245,8.8,61.833,6.995,9.72,6.126,4,1,0,0,0,0,5,0,0,0,0,0,0,2,1,1,1,0,4,0,0,0,0,0,1,1,3.898305085,10.72727273,1.288135593,4.237288136,0,3.389830508,0.847457627,14.40677966
truthful,6,0,0,0,0,640,152,1,2,2,4,0,0,4,2,2,4,0,16,7,2,16,0,0,13,16,0,0,0,1,22,7,0,0,0,0,6,1,11,1,0,0,0,3,0,5,8,1,4,1,2,2,0,0,1,1,220,27,0,13,22,15.248,14.619,16.4,40.733,12.919,12.422,12.687,2,1,0,0,0,0,3,1,0,0,0,0,1,2,1,1,1,0,4,0,0,0,0,0,1,1,4.210526316,25.33333333,1.447368421,1.973684211,0.657894737,2.631578947,0.657894737,14.47368421
truthful,14,0,0,0,0,623,178,0,3,0,3,0,0,3,3,0,3,0,20,6,0,23,3,0,15,11,0,0,0,1,34,3,0,0,0,0,5,0,11,1,0,1,0,0,0,1,15,3,7,1,2,1,0,0,0,0,198,11,0,20,21,8.193,7.855,6.8,80.07,4.646,7.682,4.09,3,2,0,0,0,0,5,2,0,2,0,1,5,2,0,1,1,0,3,0,0,0,0,0,2,2,3.5,12.71428571,1.112359551,2.808988764,2.808988764,1.685393258,1.123595506,11.79775281
truthful,8,0,0,0,0,807,204,2,3,0,3,0,0,3,3,0,3,8,11,7,2,21,1,0,21,9,1,0,0,1,36,8,0,0,0,0,6,11,12,0,0,1,0,7,0,8,19,1,8,1,0,1,0,0,3,2,260,15,0,10,16,10.952,10.5,12.4,64.978,9.972,8.755,10.63,3,3,1,0,0,0,7,0,0,0,0,0,0,2,1,1,1,1,5,0,1,0,0,0,2,3,3.955882353,25.5,1.274509804,3.431372549,0,2.450980392,1.470588235,7.843137255
truthful,7,0,0,0,0,675,186,0,3,0,3,0,0,3,3,0,3,1,16,5,2,18,0,1,24,4,0,0,0,4,28,2,0,0,0,0,14,1,10,2,0,1,0,10,0,13,13,2,5,2,1,0,1,0,0,0,231,19,1,16,18,12.541,12.024,13.6,62.712,10.262,7.742,9.766,2,1,1,0,0,0,4,3,0,2,0,0,5,2,1,1,1,0,4,0,0,0,0,0,1,1,3.629032258,26.57142857,1.241935484,2.150537634,2.688172043,2.150537634,0.537634409,9.677419355
truthful,18,0,0,0,0,931,252,14,4,6,10,5,5,10,4,6,10,1,27,5,4,24,0,0,28,16,1,0,0,2,39,5,0,0,0,0,16,1,10,0,0,2,0,8,0,7,21,3,9,4,1,0,0,0,1,4,312,29,0,27,34,10.187,9.767,9.6,68.264,6.444,8.691,5.201,3,1,0,0,0,0,4,3,0,3,0,0,6,2,1,1,1,0,4,0,0,0,0,0,1,1,3.694444444,14,1.238095238,1.587301587,2.380952381,1.587301587,0.396825397,13.49206349
truthful,5,0,0,1,0,705,203,9,2,2,4,1,1,4,2,2,4,3,23,6,5,19,0,1,17,16,2,0,0,2,34,2,0,0,0,0,13,3,14,1,0,5,0,4,0,6,12,2,3,4,2,0,0,0,1,2,241,17,0,31,36,12.032,11.536,13.2,62.808,10.568,7.483,10.203,3,2,0,0,0,0,5,2,0,2,0,0,4,2,0,1,1,0,3,0,1,0,0,0,1,2,3.472906404,40.6,1.187192118,2.463054187,1.97044335,1.477832512,0.985221675,17.73399015
truthful,7,0,0,0,0,905,222,9,4,3,7,0,0,7,4,3,7,1,26,9,4,14,0,1,17,18,2,1,0,1,38,12,0,0,0,0,10,4,6,0,0,2,0,8,0,11,12,5,2,9,0,0,0,0,1,2,270,13,0,36,40,10.411,9.982,11.6,60.43,10.607,11.858,13.112,4,2,0,0,0,0,6,2,0,0,0,0,2,3,0,2,1,0,5,0,0,0,0,0,2,2,4.076576577,31.71428571,1.216216216,2.702702703,0.900900901,2.252252252,0.900900901,18.01801802
truthful,11,0,0,0,0,1262,321,0,6,0,6,3,3,6,6,0,6,3,24,7,2,35,0,7,48,7,0,2,0,1,60,6,0,0,0,0,14,5,19,0,0,1,0,14,0,14,19,14,3,4,0,0,1,0,3,0,423,30,0,25,37,12.563,12.045,14,54.973,12.028,9.281,12.381,2,1,1,0,0,0,4,1,0,1,0,1,3,2,1,2,1,1,6,1,2,1,0,0,3,7,3.931464174,29.18181818,1.317757009,1.246105919,0.934579439,1.869158879,2.180685358,11.52647975
truthful,20,0,0,0,0,1276,356,4,0,6,6,4,4,6,0,6,6,4,52,9,6,41,0,2,28,21,1,0,0,3,66,20,0,0,0,0,14,4,20,0,0,2,0,4,0,11,19,5,1,3,3,0,0,0,1,2,387,19,0,52,68,10.035,9.622,10.8,68.717,9.064,9.851,10.728,2,1,0,0,0,0,3,1,0,1,0,0,2,2,0,1,1,0,3,1,0,0,0,1,1,3,3.584269663,17.8,1.087078652,0.842696629,0.561797753,0.842696629,0.842696629,19.1011236
truthful,7,0,0,0,0,792,218,2,3,6,9,0,0,9,3,6,9,1,37,5,2,25,0,0,14,17,0,0,0,7,35,3,1,0,0,0,14,1,14,2,0,0,0,2,0,8,11,0,4,4,4,0,1,0,0,0,261,25,0,31,44,13.228,12.682,14,56.637,10.701,10.321,11.008,3,1,0,0,1,0,5,1,0,0,0,0,1,3,0,3,1,0,6,0,0,0,0,0,2,2,3.633027523,31.14285714,1.197247706,2.293577982,0.458715596,2.752293578,0.917431193,20.18348624
truthful,7,0,0,0,0,383,108,3,1,2,3,2,2,3,1,2,3,0,13,1,3,3,0,2,7,5,0,0,0,3,14,5,0,0,0,0,6,2,8,0,0,0,0,6,0,11,5,1,2,1,1,0,1,0,1,2,125,10,0,14,15,9.957,9.547,9.2,71.4,6.353,8.431,5.689,2,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,2,0,2,0,0,0,1,3,3.546296296,15.42857143,1.157407407,2.777777778,0,1.851851852,2.777777778,13.88888889
truthful,7,0,0,0,0,575,153,1,2,0,2,0,0,2,2,0,2,2,21,8,1,14,1,0,14,7,2,0,0,2,25,5,0,0,0,0,9,1,12,0,0,2,0,2,0,4,7,3,3,2,0,0,0,0,0,0,188,20,0,28,30,12.785,12.258,13.2,59.693,9.299,10.735,9.374,3,1,0,0,0,0,4,2,0,2,0,0,4,2,0,1,1,0,3,0,0,0,0,0,4,3,3.758169935,21.85714286,1.22875817,2.614379085,2.614379085,1.960784314,1.960784314,19.60784314
truthful,3,0,0,0,0,201,57,0,2,0,2,0,0,2,2,0,2,0,7,4,0,5,0,1,3,6,0,0,0,0,8,3,0,0,0,0,4,0,4,0,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,64,2,0,7,9,8.842,8.477,10.4,63.678,9.967,9.509,10.858,2,1,0,0,0,0,3,1,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,3.526315789,19,1.122807018,5.263157895,1.754385965,3.50877193,0,15.78947368
truthful,6,0,0,0,0,182,52,0,0,0,0,1,1,0,0,0,0,0,6,0,0,6,1,0,4,5,1,0,0,0,4,4,0,0,0,0,4,0,3,0,0,0,0,0,0,0,2,0,0,5,1,0,0,0,0,0,53,1,0,6,6,5.461,5.236,3.2,87.973,2.645,7,3.334,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,3.5,8.666666667,1.019230769,1.923076923,0,1.923076923,1.923076923,11.53846154
truthful,4,0,0,0,0,277,76,1,0,1,1,0,0,1,0,1,1,0,6,2,2,10,0,0,12,6,0,0,0,0,19,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,5,1,1,0,1,0,1,0,1,1,87,3,0,6,9,8.076,7.743,8,78.569,6.4,7.92,6.588,2,1,0,0,0,0,3,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3.644736842,19,1.144736842,3.947368421,1.315789474,1.315789474,0,11.84210526
truthful,12,0,0,0,0,783,209,0,3,0,3,1,1,3,3,0,3,3,17,12,1,29,0,1,17,13,0,0,0,2,32,7,0,0,0,0,9,3,14,0,0,0,0,6,0,9,18,1,3,1,1,0,0,0,1,0,260,18,0,16,28,10.126,9.708,9.6,66.341,7.629,8.554,6.936,8,1,0,0,0,0,9,1,0,0,0,0,1,3,1,3,1,1,8,0,2,0,0,0,2,4,3.746411483,17.41666667,1.244019139,4.306220096,0.4784689,3.827751196,1.913875598,13.39712919
truthful,5,0,0,0,0,527,130,3,1,8,9,0,0,9,1,8,9,3,10,8,1,15,0,0,11,11,1,0,0,0,23,3,0,0,1,0,6,3,6,0,0,1,0,2,0,2,8,2,5,1,1,1,0,0,3,0,165,8,0,10,16,10.355,9.928,11.6,62.107,10.31,10.192,11.654,2,1,0,0,0,0,3,1,0,0,0,0,1,2,1,1,1,1,5,0,2,0,0,0,2,4,4.053846154,26,1.269230769,2.307692308,0.769230769,3.846153846,3.076923077,12.30769231
truthful,8,0,0,0,0,839,209,3,4,7,11,0,0,11,4,7,11,2,19,10,0,25,0,0,15,21,0,0,0,3,38,3,0,0,0,0,10,4,13,0,0,0,0,6,0,7,11,2,4,1,5,1,0,0,3,0,278,28,0,21,28,12.688,12.165,13.2,59.742,9.473,10.204,9.314,2,1,0,0,1,1,4,1,0,0,0,0,1,2,0,1,1,0,3,1,1,1,0,0,1,4,4.014354067,26.125,1.330143541,1.913875598,0.4784689,1.435406699,1.913875598,13.39712919
truthful,9,0,0,0,0,604,153,6,2,0,2,1,1,2,2,0,2,0,13,7,3,14,2,0,14,12,0,0,0,3,25,6,0,0,0,0,8,0,10,0,0,0,0,3,0,6,6,1,4,2,4,0,0,0,1,2,195,19,0,13,17,11.933,11.441,12,65.923,8.195,9.949,8.272,2,1,0,0,0,0,3,1,0,0,0,0,1,3,1,2,1,1,7,0,1,0,0,0,2,3,3.947712418,17,1.274509804,1.960784314,0.653594771,4.575163399,1.960784314,11.11111111
truthful,12,0,0,0,0,1347,370,1,2,9,11,1,1,11,2,9,11,7,46,10,3,31,0,1,31,26,1,0,0,5,64,6,0,0,0,0,19,8,23,1,0,1,0,11,0,14,26,8,10,6,4,0,2,0,0,1,419,25,0,66,69,10.504,10.071,10.8,67.386,8.779,9.913,9.832,5,2,2,0,0,0,9,2,0,3,0,0,5,2,1,1,1,0,4,0,1,0,0,0,1,2,3.640540541,30.83333333,1.132432432,2.432432432,1.351351351,1.081081081,0.540540541,18.64864865
truthful,9,0,0,0,0,922,237,0,3,1,4,0,0,4,3,1,4,2,24,6,1,15,0,0,28,14,2,0,0,1,42,12,0,0,1,1,13,3,23,0,0,0,0,5,0,9,14,3,4,2,0,1,0,0,0,0,298,20,0,36,38,12.785,12.258,14.8,48.752,13.344,11.193,14.812,6,2,0,0,0,0,8,1,0,0,0,0,1,2,0,1,1,0,3,0,0,0,0,0,1,1,3.890295359,26.33333333,1.257383966,3.375527426,0.421940928,1.265822785,0.421940928,16.03375527
truthful,10,0,0,0,0,1043,267,5,0,0,0,4,4,0,0,0,0,4,22,5,1,29,2,1,24,22,1,0,0,3,44,14,2,0,0,1,10,4,12,0,0,1,0,0,0,8,11,5,4,12,5,0,2,0,2,1,332,22,0,25,44,11.602,11.124,12.8,61.799,10.378,9.794,11.386,3,2,0,0,0,0,5,1,0,0,0,0,1,2,0,1,1,0,3,0,1,1,0,0,1,3,3.906367041,26.7,1.243445693,1.872659176,0.374531835,1.123595506,1.123595506,16.47940075
truthful,24,0,0,0,0,1790,483,10,5,0,5,7,7,5,5,0,5,0,69,26,5,40,3,0,50,48,2,1,0,7,72,23,0,0,1,0,18,1,33,0,0,1,0,0,0,10,7,7,5,13,14,0,0,0,1,3,558,39,0,73,78,10.914,10.464,11.2,65.881,8.637,10.514,9.602,4,1,0,0,0,0,5,2,0,2,0,0,4,2,1,1,1,0,4,0,0,0,0,0,3,2,3.706004141,20.125,1.155279503,1.035196687,0.82815735,0.82815735,0.414078675,16.14906832
truthful,5,0,0,0,0,613,176,8,1,0,1,0,0,1,1,0,1,3,26,6,5,14,1,0,19,15,0,0,1,1,28,6,0,0,0,0,8,3,12,0,0,0,0,3,0,3,15,0,3,1,0,0,0,0,0,1,203,17,0,30,29,10.578,10.141,10,72.224,6.738,7.449,5.91,2,2,0,0,0,0,4,1,0,0,0,0,1,4,0,2,1,0,6,0,1,0,0,0,1,2,3.482954545,35.2,1.153409091,2.272727273,0.568181818,3.409090909,1.136363636,16.47727273
truthful,12,0,0,0,0,1347,370,1,2,9,11,1,1,11,2,9,11,7,46,10,3,31,0,1,31,26,1,0,0,5,64,6,0,0,0,0,19,8,23,1,0,1,0,11,0,14,26,8,10,6,4,0,2,0,0,1,419,25,0,66,69,10.504,10.071,10.8,67.386,8.779,9.913,9.832,5,2,2,0,0,0,9,2,0,3,0,0,5,2,1,1,1,0,4,0,1,0,0,0,1,2,3.640540541,30.83333333,1.132432432,2.432432432,1.351351351,1.081081081,0.540540541,18.64864865
truthful,4,0,0,0,0,260,73,1,0,2,2,1,1,2,0,2,2,0,6,2,1,8,0,1,5,0,0,0,0,1,12,4,1,0,0,0,4,0,3,0,0,1,0,4,0,5,5,1,2,2,0,0,1,0,0,1,88,6,0,16,9,10.126,9.708,9.6,69.31,7.38,8.305,6.27,1,2,0,0,0,0,3,1,0,1,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,3.561643836,18.25,1.205479452,4.109589041,2.739726027,2.739726027,0,12.32876712
truthful,11,0,0,0,0,519,168,3,3,0,3,0,0,3,3,0,3,1,20,4,1,19,0,0,15,5,0,0,0,4,24,1,0,0,0,0,12,1,13,0,0,2,0,7,0,7,7,3,6,1,2,0,1,0,1,0,168,6,0,22,22,7.348,7.045,6.4,89.098,3.881,4.844,2.814,2,2,0,0,0,0,4,1,0,0,0,0,1,2,0,1,1,0,3,0,1,0,0,0,1,2,3.089285714,15.27272727,1,2.380952381,0.595238095,1.785714286,1.19047619,13.0952381
truthful,9,0,0,0,0,690,175,1,2,5,7,0,0,7,2,5,7,2,21,6,2,17,0,0,16,18,0,0,0,3,31,7,0,0,0,1,6,2,8,0,0,1,0,4,0,6,7,0,3,3,3,0,1,0,0,1,221,23,0,19,27,11.793,11.307,11.6,63.957,7.966,10.036,8.13,2,1,0,0,0,0,3,1,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,3.942857143,19.44444444,1.262857143,1.714285714,0.571428571,1.142857143,0,15.42857143
truthful,8,0,0,0,0,426,148,6,0,4,4,3,3,4,0,4,4,2,27,4,1,8,1,0,8,11,0,0,0,1,23,3,0,0,0,0,10,3,6,0,0,1,0,8,4,9,0,4,0,6,1,0,1,0,0,1,131,3,0,27,32,10.126,9.708,22.8,50.259,19.913,7.01,24.311,2,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,2.878378378,18.5,0.885135135,1.351351351,0.675675676,0.675675676,0.675675676,21.62162162
